file,href
"Ecological risk assessment of arsenic, cadmium, copper, and lead contamination in soil in e-waste separating household area, Buriram province, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85089108171
What every Intensivist should know about COVID-19 associated acute kidney injury,https://api.elsevier.com/content/abstract/scopus_id/85089096954
Upregulation of Hox-hydrogenase gene expression by nutrient adjustment in the filamentous non-heterocystous cyanobacterium Arthrospira sp. PCC 8005,https://api.elsevier.com/content/abstract/scopus_id/85089096814
Development of international mirroring system for real-time web of meteorological satellite data,https://api.elsevier.com/content/abstract/scopus_id/85089075779
Active targeting liposome-PLGA composite for cisplatin delivery against cervical cancer,https://api.elsevier.com/content/abstract/scopus_id/85089069123
"Hepatitis B surface antigen, core-related antigen and HBV RNA: Predicting clinical relapse after NA therapy discontinuation",https://api.elsevier.com/content/abstract/scopus_id/85088869258
A retrospective study on paediatric dental treatment under general anaesthesia at a tertiary public facility in Australia,https://api.elsevier.com/content/abstract/scopus_id/85088841166
Eco composites with synergistic combinations of natural rubber latex and wood flour toughened recycled HDPE,https://api.elsevier.com/content/abstract/scopus_id/85088840072
Utilization of Palm Olein-Based Polyol for Polyurethane Foam Sponge Synthesis: Potential as a Sorbent Material,https://api.elsevier.com/content/abstract/scopus_id/85088800314
Natural rubber as a renewable carbon source for mesoporous carbon/silica nanocomposites,https://api.elsevier.com/content/abstract/scopus_id/85088784460
Properties enhancement of carboxymethyl cellulose with thermo-responsive polymer as solid polymer electrolyte for zinc ion battery,https://api.elsevier.com/content/abstract/scopus_id/85088645207
"Packaging Film of PP/LDPE/PLA/Clay Composite: Physical, Barrier and Degradable Properties",https://api.elsevier.com/content/abstract/scopus_id/85088567686
"Author Correction: Tropical forest soil carbon stocks do not increase despite 15 years of doubled litter inputs (Scientific Reports, (2019), 9, 1, (18030), 10.1038/s41598-019-54487-2)",https://api.elsevier.com/content/abstract/scopus_id/85088475495
Topical anaesthesia as an adjuvant to local anaesthetic injection in open trigger digit release: a randomized controlled trial,https://api.elsevier.com/content/abstract/scopus_id/85088376454
Cold agglutinin disease following SARS-CoV-2 and Mycoplasma pneumoniae co-infections,https://api.elsevier.com/content/abstract/scopus_id/85088250706
"CU-BEMS, smart building electricity consumption and indoor environmental sensor datasets",https://api.elsevier.com/content/abstract/scopus_id/85088245691
Successful challenge of voriconazole in a patient with posaconazole-associated minor drug eruption: A case report,https://api.elsevier.com/content/abstract/scopus_id/85088146256
Performance of an air membrane bioreactor for methanol removal under steady and transient state conditions,https://api.elsevier.com/content/abstract/scopus_id/85087972087
Evolution of deep-sea sediments across the Paleocene-Eocene and Eocene-Oligocene boundaries,https://api.elsevier.com/content/abstract/scopus_id/85087789265
A novel diterpene agent isolated from Microbispora hainanensis strain CSR-4 and its in vitro and in silico inhibition effects on acetylcholine esterase enzyme,https://api.elsevier.com/content/abstract/scopus_id/85087518686
A risk assessment of pathogenic Streptococcus suis in pork supply chains and markets in Thailand,https://api.elsevier.com/content/abstract/scopus_id/85087485586
"Insights into the molecular diversity of Plasmodium vivax merozoite surface protein-3γ (pvmsp3γ), a polymorphic member in the msp3 multi-gene family",https://api.elsevier.com/content/abstract/scopus_id/85087387070
Respiratory syncytial virus infection trend is associated with meteorological factors,https://api.elsevier.com/content/abstract/scopus_id/85087377675
"Assessment and source identification of As and Cd contamination in soil and plants in the vicinity of the Nui Phao Mine, Vietnam",https://api.elsevier.com/content/abstract/scopus_id/85087299181
Sufficiency economy philosophy: Buddhism-based sustainability framework in Thailand,https://api.elsevier.com/content/abstract/scopus_id/85087208176
Thai Nation-Building: Assimilating Upcountry Peasantry to Develop Security,https://api.elsevier.com/content/abstract/scopus_id/85086862097
MR imaging pattern of tibial subchondral bone structure: considerations of meniscal coverage and integrity,https://api.elsevier.com/content/abstract/scopus_id/85086853564
Discharge profile of a zinc-air flow battery at various electrolyte flow rates and discharge currents,https://api.elsevier.com/content/abstract/scopus_id/85086775338
Prenatal exposure to bisphenol A alters the transcriptome-interactome profiles of genes associated with Alzheimer’s disease in the offspring hippocampus,https://api.elsevier.com/content/abstract/scopus_id/85086411922
Anti-LGI1 encephalitis in a middle-aged woman who consumes cannabis oil,https://api.elsevier.com/content/abstract/scopus_id/85086388711
Situational experience around the world: A replication and extension in 62 countries,https://api.elsevier.com/content/abstract/scopus_id/85086317780
Simple ammonium salts acting on sigma-1 receptors yield potential treatments for cancer and depression,https://api.elsevier.com/content/abstract/scopus_id/85086157295
"An anticonvulsive drug, valproic acid (valproate), has effects on the biosynthesis of fatty acids and polyketides in microorganisms",https://api.elsevier.com/content/abstract/scopus_id/85086108402
A simple method for measuring inequality,https://api.elsevier.com/content/abstract/scopus_id/85085971005
Laparoscopic Central Bisectionectomy Including Resection of the Segment 7 Using the Extrahepatic Glissonean Approach and Hepatic Vein Guidance,https://api.elsevier.com/content/abstract/scopus_id/85085898903
Urine Neutrophil Gelatinase-associated Lipocalin (NGAL) for Prediction of Persistent AKI and Major Adverse Kidney Events,https://api.elsevier.com/content/abstract/scopus_id/85085357939
Prevalence of asymptomatic radiographic vertebral fracture in postmenopausal Thai women,https://api.elsevier.com/content/abstract/scopus_id/85085328914
Generation and characterization of HLA-universal platelets derived from induced pluripotent stem cells,https://api.elsevier.com/content/abstract/scopus_id/85085155211
Clinical validation of urinary indole-reacted calcium oxalate crystallization index (iCOCI) test for diagnosing calcium oxalate urolithiasis,https://api.elsevier.com/content/abstract/scopus_id/85084976715
Evidence-based umbrella review of 162 peripheral biomarkers for major mental disorders,https://api.elsevier.com/content/abstract/scopus_id/85084785992
Interleukin-34 overexpression mediated through tumor necrosis factor-alpha reflects severity of synovitis in knee osteoarthritis,https://api.elsevier.com/content/abstract/scopus_id/85084704762
A coronavirus disease 2019 (COVID-19) outbreak in a hospital and hospital closure: A note,https://api.elsevier.com/content/abstract/scopus_id/85084380332
Nephrectomy Does not Exacerbate Cancellous Bone loss in Thalassemic Mice,https://api.elsevier.com/content/abstract/scopus_id/85084324460
Rapid colorimetric loop-mediated isothermal amplification for hypersensitive point-of-care Staphylococcus aureus enterotoxin A gene detection in milk and pork products,https://api.elsevier.com/content/abstract/scopus_id/85084320511
Catalyst pellet design of WO3/Si-Al and hydrotalcite binder for propylene self-metathesis,https://api.elsevier.com/content/abstract/scopus_id/85084237653
Clinical significance of post-liver transplant hepatitis E seropositivity in high prevalence area of hepatitis E genotype 3: a prospective study,https://api.elsevier.com/content/abstract/scopus_id/85084051838
SEA-MAKE score as a tool for predicting major adverse kidney events in critically ill patients with acute kidney injury: results from the SEA-AKI study,https://api.elsevier.com/content/abstract/scopus_id/85083517291
Spatial characteristics and economic value of threatened species (Khaya ivorensis),https://api.elsevier.com/content/abstract/scopus_id/85083485997
"Rapid assessment checklist for green roof ecosystem services in Bangkok, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85083186457
Screen media exposure in the first 2 years of life and preschool cognitive development: a longitudinal study,https://api.elsevier.com/content/abstract/scopus_id/85082821798
"Dengue hemorrhagic fever – A systemic literature review of current perspectives on pathogenesis, prevention and control",https://api.elsevier.com/content/abstract/scopus_id/85082753090
Reverse transcriptase droplet digital PCR vs reverse transcriptase quantitative real-time PCR for serum HBV RNA quantification,https://api.elsevier.com/content/abstract/scopus_id/85082602379
Development of encoded Broccoli RNA aptamers for live cell imaging of alphavirus genomic and subgenomic RNAs,https://api.elsevier.com/content/abstract/scopus_id/85082510292
Visualization of cell-type dependent effects of anti-E2 antibody and interferon-gamma treatments on localization and expression of Broccoli aptamer-tagged alphavirus RNAs,https://api.elsevier.com/content/abstract/scopus_id/85082380619
Impact of gonadal status on ultrasonographic renal parenchymal dimensions in healthy cats,https://api.elsevier.com/content/abstract/scopus_id/85082196760
Synechocystis sp. PCC 6803 overexpressing genes involved in CBB cycle and free fatty acid cycling enhances the significant levels of intracellular lipids and secreted free fatty acids,https://api.elsevier.com/content/abstract/scopus_id/85081885349
A new radiological classification for the risk assessment of anterior skull base injury in endoscopic sinus surgery,https://api.elsevier.com/content/abstract/scopus_id/85081718574
Comparison of the ocular microbiome between chronic Stevens-Johnson syndrome patients and healthy subjects,https://api.elsevier.com/content/abstract/scopus_id/85081584481
In situ identification of polyhydroxyalkanoate (PHA)-accumulating microorganisms in mixed microbial cultures under feast/famine conditions,https://api.elsevier.com/content/abstract/scopus_id/85081003030
Influences of pH on transport of arsenate (As5+) through different reactive media using column experiments and transport modeling,https://api.elsevier.com/content/abstract/scopus_id/85080101682
Corrosion Resistance of Graphene oxide/Silver Coatings on Ni–Ti alloy and Expression of IL-6 and IL-8 in Human Oral Fibroblasts,https://api.elsevier.com/content/abstract/scopus_id/85079799326
Facile preparation of polybenzoxazine-based carbon microspheres with nitrogen functionalities: Effects of mixed solvents on pore structure and supercapacitive performance,https://api.elsevier.com/content/abstract/scopus_id/85079790652
Metformin-induced suppression of IFN-α via mTORC1 signalling following seasonal vaccination is associated with impaired antibody responses in type 2 diabetes,https://api.elsevier.com/content/abstract/scopus_id/85079789500
Gold nanoparticle clusters for the investigation of therapeutic efficiency against prostate cancer under near-infrared irradiation,https://api.elsevier.com/content/abstract/scopus_id/85079716621
Masking Phosphate with Rare-Earth Elements Enables Selective Detection of Arsenate by Dipycolylamine-ZnII Chemosensor,https://api.elsevier.com/content/abstract/scopus_id/85079361444
A novel vibriophage exhibits inhibitory activity against host protein synthesis machinery,https://api.elsevier.com/content/abstract/scopus_id/85079338596
"Publisher Correction: Halve the dose while maintaining image quality in paediatric Cone Beam CT (Scientific Reports, (2019), 9, 1, (5521), 10.1038/s41598-019-41949-w)",https://api.elsevier.com/content/abstract/scopus_id/85079082883
Autologous platelet-rich fibrin stimulates canine periodontal regeneration,https://api.elsevier.com/content/abstract/scopus_id/85079054365
Cell-mediated immune response and protective efficacy of porcine reproductive and respiratory syndrome virus modified-live vaccines against co-challenge with PRRSV-1 and PRRSV-2,https://api.elsevier.com/content/abstract/scopus_id/85078884975
MicroRNA and mRNA interactions coordinate the immune response in non-lethal heat stressed Litopenaeus vannamei against AHPND-causing Vibrio parahaemolyticus,https://api.elsevier.com/content/abstract/scopus_id/85078202253
Leaky-gut enhanced lupus progression in the Fc gamma receptor-IIb deficient and pristane-induced mouse models of lupus,https://api.elsevier.com/content/abstract/scopus_id/85078184539
Mechanical sensing protein PIEZO1 regulates bone homeostasis via osteoblast-osteoclast crosstalk,https://api.elsevier.com/content/abstract/scopus_id/85077940802
Development and psychometric properties of the Thai Graves’ ophthalmopathy quality of life (GO-QOL) questionnaire,https://api.elsevier.com/content/abstract/scopus_id/85077598109
A note on self-dual negacyclic codes of length ps over [InlineEquation not available: see fulltext.],https://api.elsevier.com/content/abstract/scopus_id/85074616734
The role of galectins in virus infection - A systemic literature review,https://api.elsevier.com/content/abstract/scopus_id/85073735689
Influence of acidity on the performance of silica supported tungsten oxide catalysts assessed by in situ and Operando DRIFTS,https://api.elsevier.com/content/abstract/scopus_id/85073570035
Deposition of Pt nanoparticles on TiO2 by pulsed direct current magnetron sputtering for selective hydrogenation of vanillin to vanillyl alcohol,https://api.elsevier.com/content/abstract/scopus_id/85072269209
Effect of preparation method on the Pt-In modified Mg(Al)O catalysts over dehydrogenation of propane,https://api.elsevier.com/content/abstract/scopus_id/85072014352
Inhibition effect of Na+ form in ZSM-5 zeolite on hydrogen transfer reaction via 1-butene cracking,https://api.elsevier.com/content/abstract/scopus_id/85070738025
Highly active and stable Ni-incorporated spherical silica catalysts for CO2methanation,https://api.elsevier.com/content/abstract/scopus_id/85070694183
Lewis acid transformation to Bronsted acid sites over supported tungsten oxide catalysts containing different surface WOx structures,https://api.elsevier.com/content/abstract/scopus_id/85069744102
Preparation of aluminum magnesium oxide by different methods for use as PtSn catalyst supports in propane dehydrogenation,https://api.elsevier.com/content/abstract/scopus_id/85068522914
Hydrogen activated WOx-supported catalysts for Lewis acid transformation to Bronsted acid observed by in situ DRIFTS of adsorbed ammonia: Effect of different supports on the Lewis acid transformation,https://api.elsevier.com/content/abstract/scopus_id/85067669525
Mechanisms of change of traditional mindfulness practice in Thai adolescent students: A cross-sectional mediation study,https://api.elsevier.com/content/abstract/scopus_id/85053168732
"Measurements of the W boson rapidity, helicity, double-differential cross sections, and charge asymmetry in pp collisions at s =13 TeV",https://api.elsevier.com/content/abstract/scopus_id/85097618338
Measurement of the top quark Yukawa coupling from tt¯ kinematic distributions in the dilepton final state in proton-proton collisions at s=13 TeV,https://api.elsevier.com/content/abstract/scopus_id/85097184545
Development of an unmodified screen-printed graphene electrode for nonenzymatic histamine detection,https://api.elsevier.com/content/abstract/scopus_id/85096508329
Monoclonal Antibodies B38 and H4 Produced in Nicotiana benthamiana Neutralize SARS-CoV-2 in vitro,https://api.elsevier.com/content/abstract/scopus_id/85102344838
"Molecular phylogeny and species delimitation of the freshwater prawn Macrobrachium pilimanus species group, with descriptions of three new species from Thailand",https://api.elsevier.com/content/abstract/scopus_id/85097023349
Environmental Reliance Traps and Pathways – Theory and Analysis of Empirical Data From Rural Nepal,https://api.elsevier.com/content/abstract/scopus_id/85106181034
The pathophysiology of dystonic tremors and comparison with essential tremor,https://api.elsevier.com/content/abstract/scopus_id/85096884677
Hardness and tribological properties of co-electrodeposited Ni-W-B/B coatings,https://api.elsevier.com/content/abstract/scopus_id/85089891561
Synthesis of nickel hydroxide/delaminated-Ti3C2 MXene nanosheets as promising anode material for high performance lithium ion battery,https://api.elsevier.com/content/abstract/scopus_id/85086329242
Comparative Analysis of Successive Cancellation and List Decoders Using Distinct Combinations of LLRs for Polar Codes,https://api.elsevier.com/content/abstract/scopus_id/85105551214
Reduction of Current and Voltage Distortions under Overmodulation for Matrix Converters,https://api.elsevier.com/content/abstract/scopus_id/85099319879
Enhancement of Robustness to Inductance Variation for Rotor-Position Estimation of Doubly-Fed Induction Machine by Regressor-Vector Selection,https://api.elsevier.com/content/abstract/scopus_id/85099302279
On the Equivalent Circuit of Synchronous Reluctance Motors Based on Complex Inductance Concept,https://api.elsevier.com/content/abstract/scopus_id/85099288037
Coexistence of Pseudomonas aeruginosa With Candida albicans Enhances Biofilm Thickness Through Alginate-Related Extracellular Matrix but Is Attenuated by N-acetyl-l-cysteine,https://api.elsevier.com/content/abstract/scopus_id/85097366478
Land-Use Changes and the Effects of Oil Palm Expansion on a Peatland in Southern Thailand,https://api.elsevier.com/content/abstract/scopus_id/85097364094
Evidence for Top Quark Production in Nucleus-Nucleus Collisions,https://api.elsevier.com/content/abstract/scopus_id/85097318502
SF3B1-mutant CMML defines a predominantly dysplastic CMML subtype with a superior acute leukemia-free survival,https://api.elsevier.com/content/abstract/scopus_id/85097224861
Norbornene-functionalized plant oils for biobased thermoset films and binders of silicon-graphite composite electrodes,https://api.elsevier.com/content/abstract/scopus_id/85096695177
High-performance and binder-free anodized ZrTiAlV alloy anode material for lithium ion microbatteires,https://api.elsevier.com/content/abstract/scopus_id/85097044529
NiMn-layered double hydroxides chemically anchored on Ti3C2 MXene for superior lithium ion storage,https://api.elsevier.com/content/abstract/scopus_id/85096892560
Optimization of biodiesel production using magnesium pyrophosphate,https://api.elsevier.com/content/abstract/scopus_id/85086889167
Cryogen-free comprehensive heartcut multidimensional gas chromatography using a Deans switch for improved analysis of petrochemical products derived from palmitic acid oxidation,https://api.elsevier.com/content/abstract/scopus_id/85096152566
Whole exome sequencing for diagnosis of hereditary thrombocytopenia,https://api.elsevier.com/content/abstract/scopus_id/85096814832
Improvement in cardiac function of ovariectomized rats by antioxidant tempol,https://api.elsevier.com/content/abstract/scopus_id/85089739974
Epoxy-based composite adhesives with improved lap shear strengths at high temperatures for steel-steel bonded joints,https://api.elsevier.com/content/abstract/scopus_id/85084481711
Phenotypic and Genotypic Features of Thai Patients With Nonsyndromic Tooth Agenesis and WNT10A Variants,https://api.elsevier.com/content/abstract/scopus_id/85097223331
Smart Hub based on Brain Computer Interface by Low Cost Devices,https://api.elsevier.com/content/abstract/scopus_id/85098858085
Editorial,https://api.elsevier.com/content/abstract/scopus_id/85096093901
Near-infrared light responsive shape memory polymers from bio-based benzoxazine/epoxy copolymers produced without using photothermal filler,https://api.elsevier.com/content/abstract/scopus_id/85090135603
Passive knee exoskeleton using brake torque to assist Stair Ascent,https://api.elsevier.com/content/abstract/scopus_id/85098991551
A comparative study of pretrained language models for automated essay scoring with adversarial inputs,https://api.elsevier.com/content/abstract/scopus_id/85098976736
Measurement of Bc (2S)+ and Bc∗ (2S)+ cross section ratios in proton-proton collisions at s =13 TeV,https://api.elsevier.com/content/abstract/scopus_id/85097205855
In Vitro Hepatic Metabolism of Curcumin Diethyl Disuccinate by Liver S9 from Different Animal Species,https://api.elsevier.com/content/abstract/scopus_id/85096977555
"Samin-derived flavonolignans, a new series of antidiabetic agents having dual inhibition against α-glucosidase and free radicals",https://api.elsevier.com/content/abstract/scopus_id/85059683575
Dual-functional liposomes for curcumin delivery and accelerating silk fibroin hydrogel formation,https://api.elsevier.com/content/abstract/scopus_id/85090549074
Robust short-term electrical load forecasting framework for commercial buildings using deep recurrent neural networks,https://api.elsevier.com/content/abstract/scopus_id/85088963600
Extremality and factorizability of Markov operators,https://api.elsevier.com/content/abstract/scopus_id/85087763562
Optimized design of QD-LD toward QD-SOA to achieve 35-dB maximum chip gain with 400-mA injected current,https://api.elsevier.com/content/abstract/scopus_id/85087590569
First evidence of scale drop disease virus in farmed Asian seabass (Lates calcarifer) in Malaysia,https://api.elsevier.com/content/abstract/scopus_id/85086364894
Left ventricular systolic function in dogs with pulmonic stenosis,https://api.elsevier.com/content/abstract/scopus_id/85097188146
Evaluation of Hexane Performance in Wax Treatments at Fang Oilfield,https://api.elsevier.com/content/abstract/scopus_id/85097632667
"New insights on the systematics and reproductive behaviour in tree frogs of the genus Feihyla, with description of a new related genus from Asia (Anura, Rhacophoridae)",https://api.elsevier.com/content/abstract/scopus_id/85096308834
"Real-world evaluation of perception, convenience and anticoagulant treatment satisfaction of patients with atrial fibrillation switched from long-term Vitamin K antagonist treatment to dabigatran",https://api.elsevier.com/content/abstract/scopus_id/85096187432
Amphipithecine primates are stem anthropoids: cranial and postcranial evidence,https://api.elsevier.com/content/abstract/scopus_id/85097760813
The influence of entrepreneurial self-efficacy and innovation on firm performance: Evidence from thai startup firms,https://api.elsevier.com/content/abstract/scopus_id/85097474670
"Atomically Dispersed Metals on Well-Defined Supports including Zeolites and Metal-Organic Frameworks: Structure, Bonding, Reactivity, and Catalysis",https://api.elsevier.com/content/abstract/scopus_id/85096010819
The effect of political risk on shareholder value and the mitigating role of corporate social responsibility (CSR),https://api.elsevier.com/content/abstract/scopus_id/85086095623
How to approach esophagogastric junction outflow obstruction?,https://api.elsevier.com/content/abstract/scopus_id/85097893473
Multidrug Resistance and Virulence Factors of Escherichia coli Harboring Plasmid-Mediated Colistin Resistance: mcr-1 and mcr-3 Genes in Contracted Pig Farms in Thailand,https://api.elsevier.com/content/abstract/scopus_id/85096658994
Note on initial conditions for small-field inflation,https://api.elsevier.com/content/abstract/scopus_id/85096121085
Neutralizing antibody against Enterovirus-A71 in Thai children: A longitudinal study from birth to age 4 years,https://api.elsevier.com/content/abstract/scopus_id/85092484514
New developments in esophageal function testing and esophageal manifestations of connective tissue disorders,https://api.elsevier.com/content/abstract/scopus_id/85091036855
Bio-based chemical production from glycerol conversion with ethanol co-feeding over Zr-promoted MgAl-layered double oxide catalysts: Impact of zirconium location,https://api.elsevier.com/content/abstract/scopus_id/85088020878
Short-term effects of sildenafil in the treatment of dogs with pulmonary hypertension secondary to degenerative mitral valve disease,https://api.elsevier.com/content/abstract/scopus_id/85099738556
On the Nature of Fear and Anxiety Triggered by COVID-19,https://api.elsevier.com/content/abstract/scopus_id/85096434101
Social sustainability from upstream: Important takeaways from dbl group's people programmes in the bangladeshi apparel supply chain,https://api.elsevier.com/content/abstract/scopus_id/85148975382
A narrative review of the literature on the reproductive health of female sex workers having age below twenty years,https://api.elsevier.com/content/abstract/scopus_id/85074788042
Risperidone-Induced Obesity in Children and Adolescents With Autism Spectrum Disorder: Genetic and Clinical Risk Factors,https://api.elsevier.com/content/abstract/scopus_id/85096378366
Phase transformation and electrical properties of bismuth oxide doped scandium cerium and gadolinium stabilized zirconia (0.5Gd0.5Ce10ScSZ) for solid oxide electrolysis cell,https://api.elsevier.com/content/abstract/scopus_id/85090060783
Highly filled graphite/graphene/carbon nanotube in polybenzoxazine composites for bipolar plate in PEMFC,https://api.elsevier.com/content/abstract/scopus_id/85089750587
"Corrigendum: Candida Administration Worsens Cecal Ligation and Puncture-Induced Sepsis in Obese Mice Through Gut Dysbiosis Enhanced Systemic Inflammation, Impact of Pathogen-Associated Molecules From Gut Translocation and Saturated Fatty Acid (Frontiers in Immunology, (2020), 11, (561652), 10.3389/fimmu.2020.561652)",https://api.elsevier.com/content/abstract/scopus_id/85096360006
"Iron out, mitophagy in! A way to slow down hepatocellular carcinoma",https://api.elsevier.com/content/abstract/scopus_id/85095419473
Sorption enhanced steam reforming of methanol for high-purity hydrogen production over Cu-MgO/Al2O3 bifunctional catalysts,https://api.elsevier.com/content/abstract/scopus_id/85085288929
Students' perceptions of makerspaces and learning environments in thai schools,https://api.elsevier.com/content/abstract/scopus_id/85100809995
VHDL Implementation of ARM Cortex-M0 Laboratory for Graduate Engineering Students,https://api.elsevier.com/content/abstract/scopus_id/85100721630
A GUI based Self-learning Tool for Polar Codes using Successive Cancellation and List Decoders,https://api.elsevier.com/content/abstract/scopus_id/85098671768
Facial image verification for government kiosk system,https://api.elsevier.com/content/abstract/scopus_id/85098527660
TAE-ML:A random forest model for detecting RNA editing sites,https://api.elsevier.com/content/abstract/scopus_id/85098523336
Message from general chair,https://api.elsevier.com/content/abstract/scopus_id/85098511360
An architecture for game to game data transfer using blockchain,https://api.elsevier.com/content/abstract/scopus_id/85098509737
A classification of biochemical compounds based on their primitive structures and graph kernels,https://api.elsevier.com/content/abstract/scopus_id/85098492314
"Synthesis of Indonesian kaolin-nZVI (IK-nZVI), evaluation for the removal of Pb(II) from waste streams",https://api.elsevier.com/content/abstract/scopus_id/85096442893
"Two new species of the Southeast Asian Dwarf tarantula genus Phlogiellus Pocock, 1887 (Theraphosidae, Selenocosmiinae) and a discussion on the taxonomic problem of the genus: Addendum",https://api.elsevier.com/content/abstract/scopus_id/85095750833
Conserved calcium-binding residues at the ca-i site involved in fructooligosaccharide synthesis by lactobacillus reuteri 121 inulosucrase,https://api.elsevier.com/content/abstract/scopus_id/85096091233
Coordinated photovoltaic and battery control using opf in distribution system for supply-demand balance maintenance of bulk power system,https://api.elsevier.com/content/abstract/scopus_id/85102739222
Antimelanoma properties of cobra oil,https://api.elsevier.com/content/abstract/scopus_id/85102528638
One year of the COVID-19 pandemic: Nursing research priorities for the new normal era,https://api.elsevier.com/content/abstract/scopus_id/85101637272
Glass fabric reinforced polybenzoxazine composites filled with nanosilica: A High impact response poises use as strike panels in multilayered armor applications,https://api.elsevier.com/content/abstract/scopus_id/85100849213
"sQUIZ your knowledge: Periorificial and widespread skin lesions, mood changes and deep-vein thrombosis",https://api.elsevier.com/content/abstract/scopus_id/85100125693
Cyclic flexural performance of fire-damaged reinforced concrete beams strengthened with carbon fiber-reinforced polymer plates,https://api.elsevier.com/content/abstract/scopus_id/85099203909
Characterizing Attapulgite-Reinforced Nanocomposites of Poly(lactic acid),https://api.elsevier.com/content/abstract/scopus_id/85098185535
Efficacy and safety of EUS biliary drainage in malignant distal and hilar biliary obstruction: A comprehensive review of literature and algorithm,https://api.elsevier.com/content/abstract/scopus_id/85098143107
Water-dispersible unadulterated α-mangostin particles for biomedical applications: Water-dispersible α-mangostin particles,https://api.elsevier.com/content/abstract/scopus_id/85097934506
"Clinical characteristics, residual beta-cell function and pancreatic auto-antibodies in thai people with long-standing type 1 diabetes mellitus",https://api.elsevier.com/content/abstract/scopus_id/85097512878
Roles of angiotensin II as vasopressor in vasodilatory shock,https://api.elsevier.com/content/abstract/scopus_id/85097501849
Hydrodynamics of dual circulating fluidized bed reactor for chemical looping combustion,https://api.elsevier.com/content/abstract/scopus_id/85097338890
Phenol-derived products from fast pyrolysis of organosolv lignin,https://api.elsevier.com/content/abstract/scopus_id/85097335379
Mitigating bed agglomeration in a fluidized bed gasifier operating on rice straw,https://api.elsevier.com/content/abstract/scopus_id/85097332163
Crocetin suppresses the growth and migration in HCT-116 human colorectal cancer cells by activating the p-38 MAPK signaling pathway,https://api.elsevier.com/content/abstract/scopus_id/85097281049
Effect of particle size distributions on minimum fluidization velocity with varying gas temperature,https://api.elsevier.com/content/abstract/scopus_id/85097278478
Computational fluid dynamics of system hydrodynamics and erosion behavior in internally circulating fluidized bed reactor with inserting pipe,https://api.elsevier.com/content/abstract/scopus_id/85097271430
Validation of models using basic parameters to differentiate intestinal tuberculosis from Crohn’s disease: A multicenter study from Asia,https://api.elsevier.com/content/abstract/scopus_id/85097037464
Robust optimal design of FOPID controller for five bar linkage robot in a Cyber-Physical System: A new simulation-optimization approach,https://api.elsevier.com/content/abstract/scopus_id/85097035325
Gasification of torrefied cassava rhizome with Ni/MCM-41 catalyst derived from illite waste,https://api.elsevier.com/content/abstract/scopus_id/85096882133
Simplified empirical model to predict biomass thermal conversion products,https://api.elsevier.com/content/abstract/scopus_id/85096874265
"Phylogenetic reassignment of basal cyclostome braconid parasitoid wasps (Hymenoptera) with description of a new, enigmatic Afrotropical tribe with a highly anomalous 28S D2 secondary structure",https://api.elsevier.com/content/abstract/scopus_id/85096866585
Low energy photocatalytic glycerol conversion to high valuable products via Bi2O3 polymorphs in the presence of H2O2,https://api.elsevier.com/content/abstract/scopus_id/85096857122
Absorption kinetics of CO2 in novel formulated 2-amino-2-methyl-1-propanol and N-methyl-4-piperidinol solvent,https://api.elsevier.com/content/abstract/scopus_id/85096847516
Equilibrium curve of carbon dioxide adsorption–desorption using potassium carbonate on gamma-alumina in fluidized bed reactor,https://api.elsevier.com/content/abstract/scopus_id/85096844998
Minimum fluidization velocities of binary and ternary biomass mixtures with silica sand,https://api.elsevier.com/content/abstract/scopus_id/85096824088
Comparison of chemical reaction kinetic models for corn cob pyrolysis,https://api.elsevier.com/content/abstract/scopus_id/85096820276
"Hyposalivation, oral health, and Candida colonization in independent dentate elders",https://api.elsevier.com/content/abstract/scopus_id/85096816291
Circulating microtranscriptome profiles reveal distinct expression of micrornas in severe leptospirosis,https://api.elsevier.com/content/abstract/scopus_id/85096813593
Disappearing apple snails (Caenogastropoda: Ampullariidae) of Thailand: A comprehensive update of their taxonomic status and distribution,https://api.elsevier.com/content/abstract/scopus_id/85096708547
"Multiple substrates chosen in mass in situ egg deposition by Drupella in Mauritius, a first record for the western Indian Ocean",https://api.elsevier.com/content/abstract/scopus_id/85096683475
"Gymnemopsis phuwuaensis (Apocynaceae, Asclepiadoideae), a new species from northeastern Thailand",https://api.elsevier.com/content/abstract/scopus_id/85096602545
Arthroscopic Coracoclavicular Ligament Stabilization Using Coracoid Cortical Suspension in Acute Acromioclavicular Joint Injury; Precision of Drill Tunnel,https://api.elsevier.com/content/abstract/scopus_id/85096451944
The failure of glomerular filtration rate estimating equations among obese population,https://api.elsevier.com/content/abstract/scopus_id/85096407716
Investigation into the event-activity dependence of ϒ(nS) relative production in proton-proton collisions at √s = 7 TeV,https://api.elsevier.com/content/abstract/scopus_id/85096395259
Serum anti-mullerian hormone and estradiol concentrations in gilts and their age at puberty,https://api.elsevier.com/content/abstract/scopus_id/85096390031
In Response,https://api.elsevier.com/content/abstract/scopus_id/85096202641
Translation and validation of the thai version of the wisconsin quality of life questionnaire (TH WISQoL) for kidney stone patients,https://api.elsevier.com/content/abstract/scopus_id/85096195069
The change of serum FGF-23 levels predicts the progression of renal function in chronic kidney disease patients,https://api.elsevier.com/content/abstract/scopus_id/85096191714
